CVE,DESCRIP
V698,Ocupante (cualquiera) de vehículo de transporte pesado lesionado en otros accidentes de transporte especificados
V699,Ocupante (cualquiera) de vehículo de transporte pesado lesionado en accidente de tránsito no especificado
V700,Conductor de autobús lesionado por colisión con peatón o animal en accidente no de tránsito
V701,Pasajero de autobús lesionado por colisión con peatón o animal en accidente no de tránsito
V702,Persona que viaja fuera del autobús lesionada por colisión con peatón o animal en accidente no de tránsito
V703,Ocupante no especificado de autobús lesionado por colisión con peatón o animal en accidente no de tránsito
V704,Persona lesionada al subir o bajar del autobús por colisión con peatón o animal
V705,Conductor de autobús lesionado por colisión con peatón o animal en accidente de tránsito
V706,Pasajero de autobús lesionado por colisión con peatón o animal en accidente de tránsito
V707,Persona que viaja fuera del autobús lesionada por colisión con peatón o animal en accidente de tránsito
V709,Ocupante no especificado de autobús lesionado por colisión con peatón o animal en accidente de tránsito
V710,Conductor de autobús lesionado por colisión con vehículo de pedal en accidente no de tránsito
V711,Pasajero de autobús lesionado por colisión con vehículo de pedal en accidente no de tránsito
V712,Persona que viaja fuera del autobús lesionada por colisión con vehículo de pedal en accidente no de tránsito
V713,Ocupante no especificado de autobús lesionado por colisión con vehículo de pedal en accidente no de tránsito
V714,Persona lesionada al subir o bajar del autobús por colisión con vehículo de pedal
V715,Conductor de autobús lesionado por colisión con vehículo de pedal en accidente de tránsito
V716,Pasajero de autobús lesionado por colisión con vehículo de pedal en accidente de tránsito
V717,Persona que viaja fuera del autobús lesionada por colisión con vehículo de pedal en accidente de tránsito
V719,Ocupante no especificado de autobús lesionado por colisión con vehículo de pedal en accidente de tránsito
V720,Conductor de autobús lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente no de tránsito
V721,Pasajero de autobús lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente no de tránsito
V722,Persona que viaja fuera del autobús lesionada por colisión con otro vehículo de motor de dos o tres ruedas en accidente no de tránsito
V723,Ocupante no especificado de autobús lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente no de tránsito
V724,Persona lesionada al subir o bajar del autobús por colisión con otro vehículo de motor de dos o tres ruedas
V725,Conductor de autobús lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente de tránsito
V726,Pasajero de autobús lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente de tránsito
V727,Persona que viaja fuera del autobús lesionada por colisión con otro vehículo de motor de dos o tres ruedas en accidente de tránsito
V729,Ocupante no especificado de autobús lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente de tránsito
V730,"Conductor de autobús lesionado por colisión con automóvil, camioneta o furgoneta en accidente no de tránsito"
V731,"Pasajero de autobús lesionado por colisión con automóvil, camioneta o furgoneta en accidente no de tránsito"
V732,"Persona que viaja fuera del autobús lesionada por colisión con automóvil, camioneta o furgoneta en accidente no de tránsito"
V733,"Ocupante no especificado de autobús lesionado por colisión con automóvil, camioneta o furgoneta en accidente no de tránsito"
V734,"Persona lesionada al subir o bajar del autobús por colisión con automóvil, camioneta o furgoneta"
V735,"Conductor de autobús lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
V736,"Pasajero de autobús lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
V737,"Persona que viaja fuera del autobús lesionada por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
V739,"Ocupante no especificado de autobús lesionado por colisión con automóvil, camioneta o furgoneta  en accidente de tránsito"
V740,Conductor de autobús lesionado por colisión con vehículo de transporte pesado o autobús en accidente no de tránsito
V741,Pasajero de autobús lesionado por colisión con vehículo de transporte pesado o autobús en accidente no de tránsito
V742,Persona que viaja fuera del autobús lesionada por colisión con vehículo de transporte pesado o autobús en accidente no de tránsito
V743,Ocupante no especificado de autobús lesionado por colisión con vehículo de transporte pesado o autobús en accidente no de tránsito
V744,Persona lesionada al subir o bajar del autobús por colisión con vehículo de transporte pesado o autobús
V745,Conductor de autobús lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito
V746,Pasajero de autobús lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito
V747,Persona que viaja fuera del autobús lesionada por colisión con vehículo de transporte pesado o autobús en accidente de tránsito
V749,Ocupante no especificado de autobús lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito
V750,Conductor de autobús lesionado por colisión con tren o vehículo de rieles en accidente no de tránsito
V751,Pasajero de autobús lesionado por colisión con tren o vehículo de rieles en accidente no de tránsito
V752,Persona que viaja fuera del autobús lesionada por colisión con tren o vehículo de rieles en en accidente no de tránsito
V753,Ocupante no especificado de autobús lesionado por colisión con tren o vehículo de rieles en accidente no de tránsito
V754,Persona lesionada al subir o bajar del autobús por colisión con tren o vehículo de rieles
V755,Conductor de autobús lesionado por colisión con tren o vehículo de rieles en accidente de tránsito
V756,Pasajero de autobús lesionado por colisión con tren o vehículo de rieles en accidente de tránsito
V757,Persona que viaja fuera del autobús lesionada por colisión con tren o vehículo de rieles en en accidente de tránsito
V759,Ocupante no especificado de autobús lesionado por colisión con tren o vehículo de rieles en accidente de tránsito
V760,Conductor de autobús lesionado por colisión con otros vehículos sin motor en accidente no de tránsito
V761,Pasajero de autobús lesionado por colisión con otros vehículos sin motor en accidente no de tránsito
V762,Persona que viaja fuera del autobús lesionada por colisión con otros vehículos sin motor en accidente no de tránsito
V763,Ocupante no especificado de autobús lesionado por colisión con otros vehículos sin motor en accidente no de tránsito
V764,Persona lesionada al subir o bajar del autobús por colisión con otros vehículos sin motor
V765,Conductor de autobús lesionado por colisión con otros vehículos sin motor en accidente de tránsito
V766,Pasajero de autobús lesionado por colisión con otros vehículos sin motor en accidente de tránsito
V767,Persona que viaja fuera del autobús lesionada por colisión con otros vehículos sin motor en accidente de tránsito
V769,Ocupante no especificado de autobús lesionado por colisión con otros vehículos sin motor en accidente de tránsito
V770,Conductor de autobús lesionado por colisión con objeto fijo o estacionado en accidente no de tránsito
V771,Pasajero de autobús lesionado por colisión con objeto fijo o estacionado en accidente no de tránsito
V772,Persona que viaja fuera del autobús lesionada por colisión con objeto fijo o estacionado en accidente no de tránsito
V773,Ocupante no especificado de autobús lesionado por colisión con objeto fijo o estacionado en accidente no de tránsito
V774,Persona lesionada al subir o bajar del autobús por colisión con objeto fijo o estacionado
V775,Conductor de autobús lesionado por colisión con objeto fijo o estacionado en accidente de tránsito
V776,Pasajero de autobús lesionado por colisión con objeto fijo o estacionado en accidente de tránsito
V777,Persona que viaja fuera del autobús lesionada por colisión con objeto fijo o estacionado en accidente de tránsito
